name,source,lat,lon,address,deal,timing,image_url,image_source,local_image,website,wikidata,wikipedia,category
Surabh,OSM,13.0568503,80.2428855,"Surabh, Rama Street, CMWSSB Division 113, Ward 113, Zone 9 Teynampet, Chennai Corporation, Chennai, Tamil Nadu, 600034, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,web_find,venue_images\surabh_229.jpg,,,,restaurant
Thalappakatti,OSM,13.0027374,80.2724287,"Thalappakatti, 5th Avenue, CMWSSB Division 176, Ward 176, Zone 13 Adyar, Chennai Corporation, Chennai, Tamil Nadu, 600090, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,web_find,venue_images\thalappakatti_230.jpg,,,,restaurant
Madras Curry Cup,OSM,13.0533468,80.2494941,"Madras Curry Cup, Doctor M.G.R. Salai, CMWSSB Division 113, Ward 113, Zone 9 Teynampet, Chennai Corporation, Chennai, Tamil Nadu, 600034, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,web_find,venue_images\madras_curry_cup_231.jpg,,,,restaurant
Aathirai,OSM,13.0585809,80.241796,"Aathirai, Jambulingam Street, CMWSSB Division 113, Ward 113, Zone 9 Teynampet, Chennai Corporation, Chennai, Tamil Nadu, 600034, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,web_find,venue_images\aathirai_232.jpg,,,,restaurant
Hotel Akshayam,OSM,12.9733427,80.2194396,"Hotel Akshayam, Velachery Main Road, CMWSSB Division 178, Ward 178, Zone 13 Adyar, Chennai Corporation, Chennai, Tamil Nadu, 600042, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,web_find,venue_images\hotel_akshayam_233.jpg,,,,restaurant
Alagar Multicuisine Restaurant,OSM,13.0373996,80.2163947,"Alagar Multicuisine Restaurant, No: 22/1, 8th Main Road,manthope colony,, 8th Avenue, CMWSSB Division 132, Ward 132, Zone 10 Kodambakkam, Chennai Corporation, Chennai, Tamil Nadu, 600083, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,web_find,venue_images\alagar_multicuisine_restaurant_234.jpg,http://www.alagarmulticuisinerestaurant.com/,,,restaurant
Hotel Tiruchendur Mani Iyer,OSM,13.034046,80.2162828,"Hotel Tiruchendur Mani Iyer, 31/69, 7th Ave, Sarvamangala Colony, Indira Colony,, 7th Avenue, CMWSSB Division 132, Ward 132, Zone 10 Kodambakkam, Chennai Corporation, Chennai, Tamil Nadu, 600083, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,web_find,venue_images\hotel_tiruchendur_mani_iyer_235.jpg,,,,restaurant
Wheels on Fire,OSM,13.034045,80.2171992,"Wheels on Fire, sarvamangalam colony, 10th Avenue, CMWSSB Division 133, Ward 133, Zone 10 Kodambakkam, Chennai Corporation, Chennai, Tamil Nadu, 600083, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,web_find,venue_images\wheels_on_fire_236.jpg,,,,restaurant
Salem RR biryani Unavagam AC,OSM,12.9887853,80.2183072,"Salem RR biryani Unavagam AC, Velachery Bypass Road, CMWSSB Division 174, Ward 174, Zone 13 Adyar, Chennai Corporation, Chennai, Tamil Nadu, 600042, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,web_find,venue_images\salem_rr_biryani_unavagam_ac_237.jpg,,,,restaurant
Zaika Uttar Da,OSM,12.9773969,80.2240566,"Zaika Uttar Da, Tansi Nagar 8th Street, CMWSSB Division 179, Ward 179, Zone 13 Adyar, Chennai Corporation, Chennai, Tamil Nadu, 600042, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,google_content,venue_images\zaika_uttar_da_238.jpg,,,,restaurant
McRennett Cakes,OSM,13.0364073,80.2121432,"McRennett Cakes, Jawaharlal Nehru Road (100 Feet Road), CMWSSB Division 132, Ward 132, Zone 10 Kodambakkam, Chennai Corporation, Chennai, Tamil Nadu, 600083, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,web_find,venue_images\mcrennett_cakes_239.jpg,,,,restaurant
Hot Chips Veg Restaurant,OSM,13.0367439,80.2121821,"Hot Chips Veg Restaurant, Jawaharlal Nehru Road (100 Feet Road), CMWSSB Division 132, Ward 132, Zone 10 Kodambakkam, Chennai Corporation, Chennai, Tamil Nadu, 600083, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,web_find,venue_images\hot_chips_veg_restaurant_240.jpg,business.site,,,restaurant
Chennai Darbar Restaurant,OSM,13.0299235,80.2096111,"Chennai Darbar Restaurant, 14th Avenue, CMWSSB Division 138, Ward 138, Zone 10 Kodambakkam, Chennai Corporation, Chennai, Tamil Nadu, 600083, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,web_find,venue_images\chennai_darbar_restaurant_241.jpg,,,,bar/pub
Dindigul Thalappakatti Ashok Nagar,OSM,13.0312424,80.2161917,"Dindigul Thalappakatti Ashok Nagar, Ragavan Colony West Street, CMWSSB Division 133, Ward 132, Zone 10 Kodambakkam, Chennai Corporation, Chennai, Tamil Nadu, 600083, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,web_find,venue_images\dindigul_thalappakatti_ashok_n_242.jpg,,,,restaurant
Ayya Chettinad Unavagam,OSM,13.0270738,80.2107079,"Ayya Chettinad Unavagam, Ganesan Street, CMWSSB Division 139, Ward 139, Zone 10 Kodambakkam, Chennai Corporation, Chennai, Tamil Nadu, 600083, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,web_find,venue_images\ayya_chettinad_unavagam_243.jpg,,,,restaurant
Island Kitchen,OSM,13.0273546,80.2119134,"Island Kitchen, Gangai Amman Koil Street, CMWSSB Division 139, Ward 139, Zone 10 Kodambakkam, Chennai Corporation, Chennai, Tamil Nadu, 600083, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,web_find,venue_images\island_kitchen_244.jpg,islandkitchen19.wixsite.com,,,restaurant
Palmshore Restaurant Ashok Nagar,OSM,13.0297592,80.2087661,"Palmshore Restaurant Ashok Nagar, Inner Ring Road, CMWSSB Division 138, Ward 138, Zone 10 Kodambakkam, Chennai Corporation, Chennai, Tamil Nadu, 600083, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,web_find,venue_images\palmshore_restaurant_ashok_nag_245.jpg,https://palmshore.in/,,,restaurant
Hotel Sangeetha Pure VEG,OSM,13.0295669,80.2111579,"Hotel Sangeetha Pure VEG, 14th Avenue, CMWSSB Division 139, Ward 139, Zone 10 Kodambakkam, Chennai Corporation, Chennai, Tamil Nadu, 600083, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,web_find,venue_images\hotel_sangeetha_pure_veg_246.jpg,,,,restaurant
Tosai Restaurant,OSM,12.8728366,80.2435159,"Tosai Restaurant, East Coast Road, CMWSSB Division 199, Ward 199, Zone 15 Sholinganallur, Chennai Corporation, Sholinganallur, Chennai, Tamil Nadu, 600119, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,web_find,venue_images\tosai_restaurant_247.jpg,,,,restaurant
GKS Santhi Bavan,OSM,13.1031362,80.2079955,"GKS Santhi Bavan, Konnur High Road, CMWSSB Division 95, Ward 95, Zone 8 Anna Nagar, Chennai Corporation, Chennai, Tamil Nadu, 600038, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,web_find,venue_images\gks_santhi_bavan_248.jpg,,,,restaurant
Cool Biz,OSM,12.9811415,80.2430286,"Cool Biz, Cholamannan Street, CMWSSB Division 180, Ward 180, Zone 13 Adyar, Chennai Corporation, Sholinganallur, Chennai, Tamil Nadu, 600113, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,web_find,venue_images\cool_biz_249.jpg,,,,restaurant
Alif Biryani,OSM,12.9728077,80.1914452,"Alif Biryani, 23, Mount - Medavakkam Road, CMWSSB Division 169, Ward 169, Zone 14 Perungudi, Zone 12 Alandur, Chennai Corporation, Alandur, Chennai, Tamil Nadu, 600091, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,web_find,venue_images\alif_biryani_250.jpg,,,,restaurant
Biryani Shop,OSM,12.973021,80.1915414,"Biryani Shop, Mount - Medavakkam Road, CMWSSB Division 169, Ward 169, Zone 14 Perungudi, Zone 12 Alandur, Chennai Corporation, Alandur, Chennai, Tamil Nadu, 600061, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,web_find,venue_images\biryani_shop_251.jpg,,,,restaurant
Madurai Alagarsamy Mess,OSM,12.9757537,80.1925149,"Madurai Alagarsamy Mess, 30, Mount - Medavakkam Road, CMWSSB Division 168, Ward 168, Zone 14 Perungudi, Zone 12 Alandur, Chennai Corporation, Alandur, Chennai, Tamil Nadu, 600091, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,web_find,venue_images\madurai_alagarsamy_mess_252.jpg,,,,restaurant
Kurtosshhh,OSM,13.0009865,80.2706996,"Kurtosshhh, T53/B, Besant Nagar 4th Main Road, CMWSSB Division 176, Ward 176, Zone 13 Adyar, Chennai Corporation, Chennai, Tamil Nadu, 600090, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,web_find,venue_images\kurtosshhh_253.jpg,,,,restaurant
Nellai New Ruchi Hotel,OSM,12.982487,80.2253583,"Nellai New Ruchi Hotel, Dhandeeshwaram Nagar 7th Main Road, CMWSSB Division 179, Ward 179, Zone 13 Adyar, Chennai Corporation, Chennai, Tamil Nadu, 600042, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,web_find,venue_images\nellai_new_ruchi_hotel_254.jpg,,,,restaurant
Tamu Tamu,OSM,13.0475624,80.2544953,"Tamu Tamu, Thiruveethiyan Road, CMWSSB Division 111, Ward 111, Zone 9 Teynampet, Chennai Corporation, Chennai, Tamil Nadu, 600086, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,web_find,venue_images\tamu_tamu_255.jpg,,,,restaurant
Hotel Buhari,OSM,12.9794189,80.2264976,"Hotel Buhari, Service Road, CMWSSB Division 179, Ward 179, Zone 13 Adyar, Chennai Corporation, Chennai, Tamil Nadu, 600042, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,web_find,venue_images\hotel_buhari_256.jpg,,,,restaurant
Osteria By That Madras Place,OSM,13.0059052,80.2507705,"Osteria By That Madras Place, Kasturibai Nagar 1st Main Road, CMWSSB Division 175, Ward 175, Zone 13 Adyar, Chennai Corporation, Chennai, Tamil Nadu, 600020, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,web_find,venue_images\osteria_by_that_madras_place_257.jpg,,,,restaurant
Biriyania,OSM,13.0354377,80.2494992,"Biriyania, 46/1, Kavingar Barathidasan Road, CMWSSB Division 123, Ward 123, Zone 9 Teynampet, Chennai Corporation, Chennai, Tamil Nadu, 600018, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,web_find,venue_images\biriyania_258.jpg,,,,restaurant
Shri Rajasthani Dhaba,OSM,13.0848937,80.2048073,"Shri Rajasthani Dhaba, 2nd Avenue, Anna Nagar West, CMWSSB Division 99, Ward 99, Zone 8 Anna Nagar, Chennai Corporation, Chennai, Tamil Nadu, 600040, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,web_find,venue_images\shri_rajasthani_dhaba_259.jpg,,,,restaurant
Pumpkin Tales,OSM,13.0335737,80.2552947,"Pumpkin Tales, 37/20, Bheemana Garden Street, CMWSSB Division 123, Ward 123, Zone 9 Teynampet, Chennai Corporation, Chennai, Tamil Nadu, 600018, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,web_find,venue_images\pumpkin_tales_260.jpg,,,,restaurant
Ek Aur Paratha,OSM,13.0482571,80.2534355,"Ek Aur Paratha, 1, Muthiah Street, CMWSSB Division 118, Ward 118, Zone 9 Teynampet, Chennai Corporation, Chennai, Tamil Nadu, 600086, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,web_find,venue_images\ek_aur_paratha_261.jpg,,,,restaurant
That Mallu Joint,OSM,13.0416717,80.2346309,"That Mallu Joint, Gopathi Narayanaswami Road, CMWSSB Division 136, Ward 136, Zone 10 Kodambakkam, Chennai Corporation, Chennai, Tamil Nadu, 600017, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,web_find,venue_images\that_mallu_joint_262.jpg,,,,restaurant
The North View Kitchen,OSM,13.006018,80.2001145,"The North View Kitchen, North Parade Road, CMWSSB Division 201, St. Thomas Mount Cantonment, Alandur, Chennai, Tamil Nadu, 600016, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,web_find,venue_images\the_north_view_kitchen_263.jpg,,,,restaurant
Polka Pastry,OSM,13.0060258,80.1999482,"Polka Pastry, North Parade Road, CMWSSB Division 201, St. Thomas Mount Cantonment, Alandur, Chennai, Tamil Nadu, 600016, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,web_find,venue_images\polka_pastry_264.jpg,,,,restaurant
அன்னை அடுப்பங்கரை,OSM,12.9662356,80.1906699,"அன்னை அடுப்பங்கரை, Venkatesa Perumal 1st Street, CMWSSB Division 187, Ward 187, Zone 14 Perungudi, Chennai Corporation, Alandur, Chennai, Tamil Nadu, 600117, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,web_find,venue_images\__________________265.jpg,,,,restaurant
Sukkubhai Biryani,OSM,13.0004562,80.2005863,"Sukkubhai Biryani, 14, Station Road, CMWSSB Division 201, St. Thomas Mount Cantonment, Zone 12 Alandur, Chennai Corporation, Alandur, Chennai, Tamil Nadu, 600016, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,web_find,venue_images\sukkubhai_biryani_266.jpg,,,,restaurant
Sree Gupta Bhavan,OSM,12.9876495,80.2180839,"Sree Gupta Bhavan, Marudupandi Street, CMWSSB Division 177, Ward 177, Zone 13 Adyar, Chennai Corporation, Chennai, Tamil Nadu, 600042, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,web_find,venue_images\sree_gupta_bhavan_267.jpg,,,,restaurant
Arasi Restaurant,OSM,13.0635552,80.2763834,"Arasi Restaurant, 20, Lal Mohammed Street, CMWSSB Division 114, Ward 114, Zone 9 Teynampet, Chennai Corporation, Chennai, Tamil Nadu, 600005, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,web_find,venue_images\arasi_restaurant_268.jpg,,,,restaurant
Hot Chips Vegetarian Restaurant,OSM,13.0887528,80.2867827,"Hot Chips Vegetarian Restaurant, Kondi Chetty Street, CMWSSB Division 60, Ward 60, Zone 5 Royapuram, Chennai Corporation, Chennai, Tamil Nadu, 600079, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,web_find,venue_images\hot_chips_vegetarian_restauran_269.jpg,,,,restaurant
Hotel Ezham Suvai,OSM,12.9738369,80.1833882,"Hotel Ezham Suvai, MGR Road, CMWSSB Division 166, Ward 166, Zone 12 Alandur, Chennai Corporation, Alandur, Chennai, Tamil Nadu, 600061, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,web_find,venue_images\hotel_ezham_suvai_270.jpg,,,,restaurant
Fusili Reasons,OSM,13.0799423,80.2441589,"Fusili Reasons, Manickeswari Street, CMWSSB Division 103, Ward 103, Zone 8 Anna Nagar, Chennai Corporation, Chennai, Tamil Nadu, 600010, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,web_find,venue_images\fusili_reasons_271.jpg,,,,restaurant
Hokkaido,OSM,13.0330561,80.2527299,"Hokkaido, T T Krishnamachari Road, CMWSSB Division 123, Ward 122, Zone 9 Teynampet, Chennai Corporation, Chennai, Tamil Nadu, 600002, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,web_find,venue_images\hokkaido_272.jpg,,,,restaurant
Amma mess,OSM,12.9411181,80.2044784,"Amma mess, Sunnambu Kolathur Main Road, CMWSSB Division 188, Ward 188, Zone 14 Perungudi, Chennai Corporation, Sholinganallur, Chennai, Tamil Nadu, 600129, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,web_find,venue_images\amma_mess_273.jpg,,,,restaurant
A-1 Hyderabad Biriyani & Fast Food,OSM,13.088904,80.286806,"A-1 Hyderabad Biriyani & Fast Food, Kondi Chetty Street, CMWSSB Division 60, Ward 60, Zone 5 Royapuram, Chennai Corporation, Chennai, Tamil Nadu, 600079, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,web_find,venue_images\a_1_hyderabad_biriyani___fast__274.jpg,,,,restaurant
Suprabatham,OSM,13.0887415,80.2865499,"Suprabatham, Sunkurama Chetty Street, CMWSSB Division 60, Ward 60, Zone 5 Royapuram, Chennai Corporation, Chennai, Tamil Nadu, 600079, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,google_content,venue_images\suprabatham_275.jpg,,,,restaurant
Anna Viruksham Vegetarian Restaurant,OSM,13.0905767,80.2905767,"Anna Viruksham Vegetarian Restaurant, Beach Road, CMWSSB Division 60, Ward 60, Zone 5 Royapuram, Chennai Corporation, Chennai, Tamil Nadu, 600079, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,web_find,venue_images\anna_viruksham_vegetarian_rest_276.jpg,,,,restaurant
Broadway Biriyani,OSM,13.0886372,80.284971,"Broadway Biriyani, Umpherson Street, CMWSSB Division 59, Ward 57, Zone 5 Royapuram, Chennai Corporation, Chennai, Tamil Nadu, 600079, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,web_find,venue_images\broadway_biriyani_277.jpg,,,,restaurant
Ninan's Restaurant,OSM,13.0887346,80.2862359,"Ninan's Restaurant, Netaji Subhash Chandra Bose Road, CMWSSB Division 60, Ward 60, Zone 5 Royapuram, Chennai Corporation, Chennai, Tamil Nadu, 600079, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,web_find,venue_images\ninan_s_restaurant_278.jpg,,,,restaurant
Sea Shore,OSM,13.0890597,80.2852408,"Sea Shore, Broadway Road, CMWSSB Division 57, Ward 57, Zone 5 Royapuram, Chennai Corporation, Chennai, Tamil Nadu, 600079, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,web_find,venue_images\sea_shore_279.jpg,,,,restaurant
A2B Restaurant,OSM,13.0149457,80.1922065,"A2B Restaurant, Mount - Poonamallee - Avadi Road, CMWSSB Division 158, Ward 158, Zone 12 Alandur, Chennai Corporation, Alandur, Chennai, Tamil Nadu, 600016, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,web_find,venue_images\a2b_restaurant_280.jpg,,,,restaurant
Hotel Akshaya Bhavan,OSM,13.0399578,80.1320627,"Hotel Akshaya Bhavan, Prestige Bella Vista Road, Ayappanthangal, Alandur, Chennai, Tamil Nadu, 600056, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,web_find,venue_images\hotel_akshaya_bhavan_281.jpg,,,,restaurant
The Red Box,OSM,13.1026805,80.2905294,"The Red Box, Ebrahim Sahib Street, CMWSSB Division 56, Ward 56, Zone 5 Royapuram, Chennai Corporation, Chennai, Tamil Nadu, 600021, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,web_find,venue_images\the_red_box_282.jpg,,,,restaurant
K7,OSM,13.1022825,80.2904264,"K7, Thambu Chetty Street, CMWSSB Division 56, Ward 56, Zone 5 Royapuram, Chennai Corporation, Chennai, Tamil Nadu, 600021, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,web_find,venue_images\k7_283.jpg,,,,restaurant
Jamavar,OSM,13.0169477,80.2738948,"Jamavar, Satyadev Avenue, CMWSSB Division 173, Ward 173, Zone 13 Adyar, Chennai Corporation, Chennai, Tamil Nadu, 600028, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,web_find,venue_images\jamavar_284.jpg,,,,restaurant
Spectra,OSM,13.0171169,80.2739851,"Spectra, Satyadev Avenue, CMWSSB Division 173, Ward 173, Zone 13 Adyar, Chennai Corporation, Chennai, Tamil Nadu, 600028, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,web_find,venue_images\spectra_285.jpg,,,,restaurant
The Lobby Lounge,OSM,13.0064818,80.2053411,"The Lobby Lounge, Kambar Street, CMWSSB Division 160, Ward 160, Zone 12 Alandur, Chennai Corporation, Alandur, Chennai, Tamil Nadu, 600016, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,web_find,venue_images\the_lobby_lounge_286.jpg,,,,bar/pub
Library Blu at The Leela Palace,OSM,13.017266,80.2743605,"Library Blu at The Leela Palace, Satyadev Avenue, CMWSSB Division 173, Ward 173, Zone 13 Adyar, Chennai Corporation, Chennai, Tamil Nadu, 600028, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,web_find,venue_images\library_blu_at_the_leela_palac_287.jpg,,,,restaurant
Minerva Bar,OSM,13.0934636,80.2856716,"Minerva Bar, Davidson Street, CMWSSB Division 57, Ward 57, Zone 5 Royapuram, Chennai Corporation, Chennai, Tamil Nadu, 600079, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,web_find,venue_images\minerva_bar_288.jpg,,,,bar/pub
Chennai Woodlands,OSM,13.0657429,80.2755988,"Chennai Woodlands, Wallajah Road, CMWSSB Division 114, Ward 114, Zone 9 Teynampet, Chennai Corporation, Chennai, Tamil Nadu, 600005, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,web_find,venue_images\chennai_woodlands_289.jpg,,,,restaurant
Top Form,OSM,13.0944064,80.2914241,"Top Form, Beach Road, CMWSSB Division 60, Ward 60, Zone 5 Royapuram, Chennai Corporation, Chennai, Tamil Nadu, 600079, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,web_find,venue_images\top_form_290.jpg,,,,restaurant
Classic Barbeque Corner,OSM,13.0960127,80.2911867,"Classic Barbeque Corner, Mannady Street, CMWSSB Division 60, Ward 60, Zone 5 Royapuram, Chennai Corporation, Chennai, Tamil Nadu, 600079, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,web_find,venue_images\classic_barbeque_corner_291.jpg,,,,bar/pub
Alreef The Family Restaurant,OSM,13.0965713,80.2878998,"Alreef The Family Restaurant, Mannady Street, CMWSSB Division 60, Ward 56, Zone 5 Royapuram, Chennai Corporation, Chennai, Tamil Nadu, 600079, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,web_find,venue_images\alreef_the_family_restaurant_292.jpg,,,,restaurant
Udipi Sri Durga Bhavan,OSM,13.0965119,80.2882079,"Udipi Sri Durga Bhavan, Mannady Street, CMWSSB Division 60, Ward 56, Zone 5 Royapuram, Chennai Corporation, Chennai, Tamil Nadu, 600079, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,web_find,venue_images\udipi_sri_durga_bhavan_293.jpg,,,,restaurant
Konar Kadai,OSM,13.07648,80.2643566,"Konar Kadai, 29, Whannels Road, CMWSSB Division 61, Ward 61, Zone 5 Royapuram, Chennai Corporation, Chennai, Tamil Nadu, 600008, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,google_content,venue_images\konar_kadai_294.jpg,,,,restaurant
Hatimy's,OSM,13.0969063,80.2866796,"Hatimy's, Mannady Street, CMWSSB Division 60, Ward 56, Zone 5 Royapuram, Chennai Corporation, Chennai, Tamil Nadu, 600079, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,web_find,venue_images\hatimy_s_295.jpg,,,,restaurant
Valima Biriyani,OSM,13.097062,80.2866516,"Valima Biriyani, Broadway Road, CMWSSB Division 56, Ward 56, Zone 5 Royapuram, Chennai Corporation, Chennai, Tamil Nadu, 600079, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,web_find,venue_images\valima_biriyani_296.jpg,,,,restaurant
Manjal,OSM,13.0453571,80.2555131,"Manjal, Kasturi Estate 3rd Street, CMWSSB Division 118, Ward 118, Zone 9 Teynampet, Chennai Corporation, Chennai, Tamil Nadu, 600086, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,web_find,venue_images\manjal_297.jpg,,,,restaurant
Black Orchid,OSM,13.0276017,80.2529195,"Black Orchid, RA Puram 2nd Main Road, CMWSSB Division 123, Ward 123, Zone 9 Teynampet, Chennai Corporation, Chennai, Tamil Nadu, 600002, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,web_find,venue_images\black_orchid_298.jpg,,,,restaurant
Hotel Farida,OSM,13.0968585,80.2870288,"Hotel Farida, Mannady Street, CMWSSB Division 60, Ward 56, Zone 5 Royapuram, Chennai Corporation, Chennai, Tamil Nadu, 600079, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,web_find,venue_images\hotel_farida_299.jpg,,,,restaurant
Seema,OSM,13.09688,80.2908894,"Seema, Narayana Naicken Street, CMWSSB Division 60, Ward 60, Zone 5 Royapuram, Chennai Corporation, Chennai, Tamil Nadu, 600079, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,google_content,venue_images\seema_300.jpg,,,,restaurant
Taste of Turkey,OSM,13.0964397,80.2902357,"Taste of Turkey, Linghi Chetty Street, CMWSSB Division 56, Ward 56, Zone 5 Royapuram, Chennai Corporation, Chennai, Tamil Nadu, 600079, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,google_content,venue_images\taste_of_turkey_301.jpg,,,,restaurant
Grill Nights,OSM,13.0976067,80.2932418,"Grill Nights, Ayyaswamy 2nd Lane, CMWSSB Division 60, Ward 60, Zone 5 Royapuram, Chennai Corporation, Chennai, Tamil Nadu, 600079, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,web_find,venue_images\grill_nights_302.jpg,,,,restaurant
Chef Adrian's Great Wall Chinese Restaurant,OSM,12.9984715,80.267535,"Chef Adrian's Great Wall Chinese Restaurant, Besant Nagar 3rd Main Road, CMWSSB Division 176, Ward 176, Zone 13 Adyar, Chennai Corporation, Chennai, Tamil Nadu, 600090, India",Buy 1 Get 1 Free on Select Cocktails,4:00 PM - 8:00 PM (Daily),,web_find,venue_images\chef_adrian_s_great_wall_chine_303.jpg,,,,restaurant
