"name	category	area	address	lat	lon	phone	email	website	facebook	instagram	tiktok	twitter	opening_hours	happy_hour_status	happy_hour_details	happy_hour_timings	confidence	sources	source_urls	evidence_text"
"The Bagel Shop	cafe	Mumbai	""30", Pali Mala Road, Mumbai," 400050""	19.0631425	72.8248491	+91 22 2605 0178		http://thebagelshop.in					Mo-Su 09:00-22:30			0.3	overpass_osm	https://www.openstreetmap.org/node/3838398804	""The Bagel Shop cafe 30", Pali Mala Road, Mumbai," 400050""	mumbai",,,,,,,,,,,,,,
"The Bandstand Pantry	cafe	Mumbai	""Byramji Jeejeebhoy Road", Mumbai," 400050""	19.0474694	72.8200469											0.3	overpass_osm	https://www.openstreetmap.org/node/12978551518	""The Bandstand Pantry cafe Byramji Jeejeebhoy Road", Mumbai," 400050""	mumbai",,,,,,,,,,,,,,,,
"The Chocolate Heaven	cafe	Mumbai	""Haridas Nagar Road", Mumbai," 400092""	19.2200169	72.8479993								Mo-Su 08:00-00:00			0.3	overpass_osm	https://www.openstreetmap.org/node/12865038787	""The Chocolate Heaven cafe Haridas Nagar Road", Mumbai," 400092""	mumbai",,,,,,,,,,,,,,,,
"Traveler's Coffee	cafe	Mumbai	""B.P.T GOVANDI", MUMBAI," 400088""	18.9462778	72.8436247											0.3	overpass_osm	https://www.openstreetmap.org/node/3204284269	""Traveler's Coffee cafe B.P.T GOVANDI", MUMBAI," 400088""	mumbai",,,,,,,,,,,,,,,,
"Veronica�s	cafe	Mumbai	""Veronica Street", Mumbai," 400050""	19.0540462	72.8268024	+91 93729 81697	hello@veronicasbombay.com	https://veronicasbombay.com/		https://www.instagram.com/veronicasbombay/			Mo-Su 08:00-23:00			0.3	overpass_osm	https://www.openstreetmap.org/node/11301585072	""Veronica�s cafe Veronica Street", Mumbai," 400050""	mumbai",,,,,,,,,,,,,,,,
"bombay bites	cafe	Mumbai	""A N Surve Marg (Umerkhadi Road)", mumbai," 400009""	18.9614552	72.8359164								06:00-22:00			0.3	overpass_osm	https://www.openstreetmap.org/way/353405023	""bombay bites cafe A N Surve Marg (Umerkhadi Road)", mumbai," 400009""	mumbai",,,,,,,,,,,,,,,,
"cafe coffee	cafe	Mumbai	""12", Popco Colony Road, Mumbai," 400061""	19.1343491	72.8139673	987654321		https://coffee					24-Jul			0.3	overpass_osm	https://www.openstreetmap.org/node/11465355918	""cafe coffee cafe 12", Popco Colony Road, Mumbai," 400061""	mumbai",,,,,,,,,,,,,,
"foodstuffs	cafe	Mumbai	""Munjra Street", Mumbai," 400050""	19.0673841	72.8240436								Mo-Su 10:00-21:00			0.3	overpass_osm	https://www.openstreetmap.org/way/1123870256	""foodstuffs cafe Munjra Street", Mumbai," 400050""	mumbai",,,,,,,,,,,,,,,,
"janhavi cafe	cafe	Mumbai	""123", Turzon Road, Mumbai," 400067""	19.2157409	72.8149104								Mo-Su 09:00-21:00			0.3	overpass_osm	https://www.openstreetmap.org/node/12552867782	""janhavi cafe cafe 123", Turzon Road, Mumbai," 400067""	mumbai",,,,,,,,,,,,,,
"jinus corner	cafe	Mumbai	""opp jain deraser", Mahatma Gandhi Road, Mumbai," 400067""	19.2054167	72.844414								Mo-Su 09:00-21:00			0.3	overpass_osm	https://www.openstreetmap.org/node/8230447840	""jinus corner cafe opp jain deraser", Mahatma Gandhi Road, Mumbai," 400067""	mumbai",,,,,,,,,,,,,,
"mahatma nagar	cafe	Mumbai	""P.L. Lokhande Marg", Mumbai," 400089""	19.0644019	72.9018073											0.3	overpass_osm	https://www.openstreetmap.org/node/3202768659	""mahatma nagar cafe P.L. Lokhande Marg", Mumbai," 400089""	mumbai",,,,,,,,,,,,,,,,
"monica momos	cafe	Mumbai	""55", Military Road, Mumbai," 400059""	19.1168543	72.8826702	9198979704							24-Jul			0.3	overpass_osm	https://www.openstreetmap.org/node/8451877923	""monica momos cafe 55", Military Road, Mumbai," 400059""	mumbai",,,,,,,,,,,,,,
"riga chinese	cafe	Mumbai	""123", Vallabh Nagar Ring Road, mumbai," 400103""	19.2446402	72.8501551								Mo-Su 09:00-21:00			0.3	overpass_osm	https://www.openstreetmap.org/node/9391471943	""riga chinese cafe 123", Vallabh Nagar Ring Road, mumbai," 400103""	mumbai",,,,,,,,,,,,,,
"tastress	cafe	Mumbai	""11", evershine nagar, Mumbai," 400064""	19.1925706	72.8331735	+91 91360 82889							Mo-Su 08:00-22:00			0.3	overpass_osm	https://www.openstreetmap.org/way/352985988	""tastress cafe 11", evershine nagar, Mumbai," 400064""	mumbai",,,,,,,,,,,,,,
"Agarwal Juice Centre	fast_food	Mumbai	""vallabh baug road", Mumbai," 400077""	19.0789209	72.9088516											0.3	overpass_osm	https://www.openstreetmap.org/node/9134234507	""Agarwal Juice Centre fast_food vallabh baug road", Mumbai," 400077""	mumbai",,,,,,,,,,,,,,,,
"Arslan Shawarma King	fast_food	Mumbai	""Malvani Block no.5", Mumbai," 400095""	19.1910882	72.8204229								Mo-Su 17:00-23:00			0.3	overpass_osm	https://www.openstreetmap.org/node/10244151412	""Arslan Shawarma King fast_food Malvani Block no.5", Mumbai," 400095""	mumbai",,,,,,,,,,,,,,,,
"Ayaz's The Kebab Palace	fast_food	Mumbai	""Krishna Chandra Road (Hill Road)", Mumbai," 400050""	19.0545043	72.824945											0.3	overpass_osm	https://www.openstreetmap.org/node/5258342076	""Ayaz's The Kebab Palace fast_food Krishna Chandra Road (Hill Road)", Mumbai," 400050""	mumbai",,,,,,,,,,,,,,,,
"Bademiya Restaurant	fast_food	Mumbai	""19-A", Nowroji Ferdonji Street, Mumbai," 400001""	18.9221604	72.8319798	22021447										0.3	overpass_osm	https://www.openstreetmap.org/node/3408261570	""Bademiya Restaurant fast_food 19-A", Nowroji Ferdonji Street, Mumbai," 400001""	mumbai",,,,,,,,,,,,,,
"Bademiya Seekh Kebab Stall	fast_food	Mumbai	""Tullock Road", Mumbai,400005," IN""	18.9231497	72.8325111	-7831							Mo-Su 17:00-04:00			0.3	overpass_osm	https://www.openstreetmap.org/node/488208617	""Bademiya Seekh Kebab Stall fast_food Tullock Road", Mumbai,400005," IN""	mumbai",,,,,,,,,,,,,,
"Balaji Fast Food	fast_food	Mumbai	""Rajni Mahal Building", Hatutma Sitaram Ghadi Gaonkar Street, Mumbai," 400034""	18.9724225	72.8150157	1.83967E+12							Mo-Su 11:00-23:00			0.3	overpass_osm	https://www.openstreetmap.org/node/5037185424	""Balaji Fast Food fast_food Rajni Mahal Building", Hatutma Sitaram Ghadi Gaonkar Street, Mumbai," 400034""	mumbai",,,,,,,,,,,,,,
"Beyond Waffles	fast_food	Mumbai	""23", Bayside Mall, Pandit Madan Mohan Malviya Marg, Mumbai," 400034""	18.9760672	72.8124924	9.19868E+11							Mo-Su 13:00-23:30			0.3	overpass_osm	https://www.openstreetmap.org/node/6641773047	""Beyond Waffles fast_food 23", Bayside Mall, Pandit Madan Mohan Malviya Marg, Mumbai," 400034""	mumbai",,,,,,,,,,,,
"Cafe Bogeto	fast_food	Mumbai	""7", Kaushik Niwas, Lakhamsi Nappu Road, Mumbai," 400019""	19.0260121	72.8501726	+91 9769878839							Mo-Su 10:30-23:00			0.3	overpass_osm	https://www.openstreetmap.org/node/6985454770	""Cafe Bogeto fast_food 7", Kaushik Niwas, Lakhamsi Nappu Road, Mumbai," 400019""	mumbai",,,,,,,,,,,,
"DP's Fast Food Corner	fast_food	Mumbai	""153", Lakhamsi Nappu Road, Mumbai," 400019""	19.0232212	72.8495362											0.3	overpass_osm	https://www.openstreetmap.org/node/11362198269	""DP's Fast Food Corner fast_food 153", Lakhamsi Nappu Road, Mumbai," 400019""	mumbai",,,,,,,,,,,,,,
"Dudhsagar	fast_food	Mumbai	Mumbai	19.1135883	72.9018987											0.3	overpass_osm	https://www.openstreetmap.org/node/3518549542	Dudhsagar fast_food Mumbai	mumbai",,,,,,,,,,,,,,,,,,,,
"Food Monkey	fast_food	Mumbai	""J.P. Road", Mumbai," 400053""	19.1301935	72.8227685											0.3	overpass_osm	https://www.openstreetmap.org/node/13240668619	""Food Monkey fast_food J.P. Road", Mumbai," 400053""	mumbai",,,,,,,,,,,,,,,,
"Harbhole Kutchi Dabeli	fast_food	Mumbai	Mumbai	19.2348325	72.8553465								Mo-Su 14:00-23:00			0.3	overpass_osm	https://www.openstreetmap.org/node/11654004610	Harbhole Kutchi Dabeli fast_food Mumbai	mumbai",,,,,,,,,,,,,,,,,,,,
"JJ Jalebi	fast_food	Mumbai	""2/5", Maulana Shaukat Ali Marg, Mumbai," 400003""	18.9616452	72.8292672											0.3	overpass_osm	https://www.openstreetmap.org/node/9663134040	""JJ Jalebi fast_food 2/5", Maulana Shaukat Ali Marg, Mumbai," 400003""	mumbai",,,,,,,,,,,,,,
"Janta Bakery	fast_food	Mumbai	Mumbai	19.1134334	72.9030725											0.3	overpass_osm	https://www.openstreetmap.org/node/3518549107	Janta Bakery fast_food Mumbai	mumbai",,,,,,,,,,,,,,,,,,,,
"Jhama Sweets	fast_food	Mumbai	""Jhama Sweets", Choitram Gidwani Marg (Kolwada Borla Road)," Mumbai""	19.045492	72.8941034											0.3	overpass_osm	https://www.openstreetmap.org/node/12176162197	""Jhama Sweets fast_food Jhama Sweets", Choitram Gidwani Marg (Kolwada Borla Road)," Mumbai""	mumbai",,,,,,,,,,,,,,,,
"Joey's Pizza	fast_food	Mumbai	""Shop 1 samruddhi commercial complex", plot 1, Chincholi Bundar Road, Mumbai," 400064""	19.1783145	72.8347526								Mo-Su 09:00-23:00			0.3	overpass_osm	https://www.openstreetmap.org/node/12325351180	""Joey's Pizza fast_food Shop 1 samruddhi commercial complex", plot 1, Chincholi Bundar Road, Mumbai," 400064""	mumbai",,,,,,,,,,,,
"Mama Mia!	fast_food	Mumbai	""1 & 2 Parmanand Building", A R Rangnekar Marg, Mumbai," 400007""	18.9573588	72.8132296	+91226520 7659 +917304480113 +917304480112							Mo-Su 11:00-23:00			0.3	overpass_osm	https://www.openstreetmap.org/node/6965624171	""Mama Mia! fast_food 1 & 2 Parmanand Building", A R Rangnekar Marg, Mumbai," 400007""	mumbai",,,,,,,,,,,,,,
"Mandala Food	fast_food	Mumbai	""Veer Nariman Marg"," Mumbai""	19.0158259	72.823972											0.3	overpass_osm	https://www.openstreetmap.org/node/8251744595	""Mandala Food fast_food Veer Nariman Marg"," Mumbai""	mumbai",,,,,,,,,,,,,,,,,,
"Modern sweets and farsan	fast_food	Mumbai	""shop no. 5", Irani Wadi Road No 2, Mumbai," 400067""	19.2018813	72.8434242								Mo-Su 08:00-21:00			0.3	overpass_osm	https://www.openstreetmap.org/node/8261012605	""Modern sweets and farsan fast_food shop no. 5", Irani Wadi Road No 2, Mumbai," 400067""	mumbai",,,,,,,,,,,,,,
"NMIMS canteen	fast_food	Mumbai	""Vaikunthlal Mehta Road", Mumbai," 400056""	19.1028313	72.8363561											0.3	overpass_osm	https://www.openstreetmap.org/node/9339522266	""NMIMS canteen fast_food Vaikunthlal Mehta Road", Mumbai," 400056""	mumbai",,,,,,,,,,,,,,,,
"Nawab Seekh Paratha	fast_food	Mumbai	""Maulana Shaukat Ali Marg", Mumbai," 400008""	18.9616408	72.8284556											0.3	overpass_osm	https://www.openstreetmap.org/node/7506854143	""Nawab Seekh Paratha fast_food Maulana Shaukat Ali Marg", Mumbai," 400008""	mumbai",,,,,,,,,,,,,,,,
"OilAllDay	fast_food	Mumbai	""12", R C Marg, Mumbai," 400074""	19.0478365	72.8951842	+91 3567 9132							Mo-Su 09:00-21:00			0.3	overpass_osm	https://www.openstreetmap.org/node/13430508321	""OilAllDay fast_food 12", R C Marg, Mumbai," 400074""	mumbai",,,,,,,,,,,,,,
"Pawar Fast Food	fast_food	Mumbai	""YANKU PAWAR CHWAL WADARI PADA", Nevetia Road,Haji Bapu Road, Mumbai," 400097""	19.1820295	72.8501763	8850932447							24-Jul			0.3	overpass_osm	https://www.openstreetmap.org/node/8974941662	""Pawar Fast Food fast_food YANKU PAWAR CHWAL WADARI PADA", Nevetia Road,Haji Bapu Road, Mumbai," 400097""	mumbai",,,,,,,,,,,,
"Radha Krishna Fast Food	fast_food	Mumbai	""Kadsiddheshwar Marg", Mumbai," 400067""	19.2173823	72.8285078											0.3	overpass_osm	https://www.openstreetmap.org/node/10246306445	""Radha Krishna Fast Food fast_food Kadsiddheshwar Marg", Mumbai," 400067""	mumbai",,,,,,,,,,,,,,,,
"Sai Samudra	fast_food	Mumbai	""Byramji Jeejeebhoy Road", Mumbai," 400050""	19.0468902	72.8196283											0.3	overpass_osm	https://www.openstreetmap.org/node/5257269338	""Sai Samudra fast_food Byramji Jeejeebhoy Road", Mumbai," 400050""	mumbai",,,,,,,,,,,,,,,,
"Sainath Dosa Center	fast_food	Mumbai	""363", Bhandarkar Road, Mumbai," 400019""	19.0270114	72.8544232	-10735										0.3	overpass_osm	https://www.openstreetmap.org/node/12760272282	""Sainath Dosa Center fast_food 363", Bhandarkar Road, Mumbai," 400019""	mumbai",,,,,,,,,,,,,,
"Shawarma House	fast_food	Mumbai	""Mumbai"," 400050""	19.0531306	72.8292027	+91 99877 20279										0.3	overpass_osm	https://www.openstreetmap.org/node/10242721196	""Shawarma House fast_food Mumbai"," 400050""	mumbai",,,,,,,,,,,,,,,,,,
"What The Fries	fast_food	Mumbai	""NEAR ST ANTHONYS CHURCH", Jawaharlal Nehru Road, Mumbai," 400055""	19.0801278	72.8537671											0.3	overpass_osm	https://www.openstreetmap.org/node/10227105192	""What The Fries fast_food NEAR ST ANTHONYS CHURCH", Jawaharlal Nehru Road, Mumbai," 400055""	mumbai",,,,,,,,,,,,,,
"aman foods	fast_food	Mumbai	""123", Nehru Road," mumbai""	19.0994923	72.8460232											0.3	overpass_osm	https://www.openstreetmap.org/node/13131514509	""aman foods fast_food 123", Nehru Road," mumbai""	mumbai",,,,,,,,,,,,,,,,
"shivkrupa	fast_food	Mumbai	""Marol Village Rd"," mumbai""	19.1129799	72.8791787								16hrs			0.3	overpass_osm	https://www.openstreetmap.org/node/3548939845	""shivkrupa fast_food Marol Village Rd"," mumbai""	mumbai",,,,,,,,,,,,,,,,,,
"Achija veg restaurant Kandivali branch	restaurant	Mumbai	""12/16 Ratna Rajul", Mahatma Gandhi Road, Mumbai," 400067""	19.2057243	72.8434457	7304033555							Mo-Su 10:00-24:00			0.3	overpass_osm	https://www.openstreetmap.org/node/11728344375	""Achija veg restaurant Kandivali branch restaurant 12/16 Ratna Rajul", Mahatma Gandhi Road, Mumbai," 400067""	mumbai",,,,,,,,,,,,,,
"Al Rehmani Resturant	restaurant	Mumbai	""Mumbai"," 400003""	18.9617676	72.8317742											0.3	overpass_osm	https://www.openstreetmap.org/node/7506793876	""Al Rehmani Resturant restaurant Mumbai"," 400003""	mumbai",,,,,,,,,,,,,,,,,,
"Alamgir Hotel	restaurant	Mumbai	""Maulana Shaukat Ali Marg", Mumbai," 400003""	18.9617326	72.830466											0.3	overpass_osm	https://www.openstreetmap.org/node/7506793880	""Alamgir Hotel restaurant Maulana Shaukat Ali Marg", Mumbai," 400003""	mumbai",,,,,,,,,,,,,,,,
"Amar Fast Food And Juice Center	restaurant	Mumbai	""V M Shah Marg", Mumbai," 400059""	19.1070411	72.86426								Mo-Su 10:00-24:00			0.3	overpass_osm	https://www.openstreetmap.org/node/9359808172	""Amar Fast Food And Juice Center restaurant V M Shah Marg", Mumbai," 400059""	mumbai",,,,,,,,,,,,,,,,
"Apratim, Near Boomerang Building Gate No. 1	restaurant	Mumbai	""Gate No. 1", Bommerang Building, Chandivali Farm Road, Mumbai," 400072""	19.1141563	72.8923659	9.18652E+11										0.3	overpass_osm	https://www.openstreetmap.org/node/12133192541	""Apratim", Near Boomerang Building Gate No. 1 restaurant Gate No. 1, Bommerang Building, Chandivali Farm Road, Mumbai," 400072""	mumbai",,,,,,,,,,,
"Aromas	restaurant	Mumbai	""1", Central Avenue, Mumbai," 400076""	19.116857	72.9098143								Mo-Su 09:00-21:00			0.3	overpass_osm	https://www.openstreetmap.org/node/6805301587	""Aromas restaurant 1", Central Avenue, Mumbai," 400076""	mumbai",,,,,,,,,,,,,,
"B Bhagat Tarachand - Pydhonie	restaurant	Mumbai	""Mumbai"," 400002""	18.953586	72.8315292	""+91-22-23416655", +91-22-23416600," +91-8291103994""		https://bhagattarachand.com/					Mo-Su 11:00-23:30			0.3	overpass_osm	https://www.openstreetmap.org/node/12843656851	""B Bhagat Tarachand - Pydhonie restaurant Mumbai"," 400002""	mumbai",,,,,,,,,,,,,,,,
"BGF - BakeGrillFry	restaurant	Mumbai	""Imamwada Road behind shustry Imambara", Mumbai," 400009""	18.9582004	72.8332812	9.19137E+11		https://www.bgfindia.in					Mo-Su 15:30-23:30			0.3	overpass_osm	https://www.openstreetmap.org/way/358341277	""BGF - BakeGrillFry restaurant Imamwada Road behind shustry Imambara", Mumbai," 400009""	mumbai",,,,,,,,,,,,,,,,
"Bandra Born	restaurant	Mumbai	""Chapel Road", Mumbai," 400050""	19.0505145	72.8270094											0.3	overpass_osm	https://www.openstreetmap.org/way/543778459	""Bandra Born restaurant Chapel Road", Mumbai," 400050""	mumbai",,,,,,,,,,,,,,,,
"Bastian At The Top	restaurant	Mumbai	""Kohinoor Square", Mumbai," 400028""	19.0249945	72.8415353	2250333555		https://www.bastianhospitality.com/bastianattop					Tu-Su 12:00-01:00			0.3	overpass_osm	https://www.openstreetmap.org/node/13040591057	""Bastian At The Top restaurant Kohinoor Square", Mumbai," 400028""	mumbai",,,,,,,,,,,,,,,,
"Bloom All Day Restobar	restaurant	Mumbai	""Pandit Madan Mohan Malviya Marg", Mumbai," 400080""	19.1719281	72.9419475	-8655732350							Mo-Su 12:00-00:00			0.3	overpass_osm	https://www.openstreetmap.org/node/13072574431	""Bloom All Day Restobar restaurant Pandit Madan Mohan Malviya Marg", Mumbai," 400080""	mumbai",,,,,,,,,,,,,,,,
"Blue Tokai	restaurant	Mumbai	""3", padma nagar, Mumbai," 400092""	19.2188387	72.8380629	7042212891							Mo-Su 07:00-22:00			0.3	overpass_osm	https://www.openstreetmap.org/node/12222194151	""Blue Tokai restaurant 3", padma nagar, Mumbai," 400092""	mumbai",,,,,,,,,,,,,,
"Britannia & Co. Restaurant	restaurant	Mumbai	""11", Sprott Road, Mumbai," 400038""	18.9344727	72.8403579	022 2261 5264							Mo-Sa 11:30-04:00			0.3	overpass_osm	https://www.openstreetmap.org/node/4294810192	""Britannia & Co. Restaurant restaurant 11", Sprott Road, Mumbai," 400038""	mumbai",,,,,,,,,,,,,,
"Burma Burma Palladium	restaurant	Mumbai	""462", Senapati Bapat Marg, Mumbai," 400013""	18.9949605	72.8239728	9920246500	info@burmaburma.in	https://burmaburma.in/	https://www.facebook.com/@BurmaBurmaIndia/	https://www.instagram.com/p/DT0WlIGDD9e/			Mo-Su 10:00-22:00			0.3	overpass_osm	https://www.openstreetmap.org/node/13049917936	""Burma Burma Palladium restaurant 462", Senapati Bapat Marg, Mumbai," 400013""	mumbai",,,,,,,,,,,,,,
"Cafe Almas	restaurant	Mumbai	""Mumbai"," 400008""	18.9617761	72.8321931											0.3	overpass_osm	https://www.openstreetmap.org/node/7506793877	""Cafe Almas restaurant Mumbai"," 400008""	mumbai",,,,,,,,,,,,,,,,,,
"Cafe Mosh�	restaurant	Mumbai	""Chhatrapati Shivaji Maharaj Road", Mumbai," 400001""	18.9238699	72.8333287											0.3	overpass_osm	https://www.openstreetmap.org/node/4099677900	""Cafe Mosh� restaurant Chhatrapati Shivaji Maharaj Road", Mumbai," 400001""	mumbai",,,,,,,,,,,,,,,,
"Cafe Paradise	restaurant	Mumbai	""Maulana Shaukat Ali Marg", Mumbai," 400008""	18.9618693	72.830019											0.3	overpass_osm	https://www.openstreetmap.org/node/7499053622	""Cafe Paradise restaurant Maulana Shaukat Ali Marg", Mumbai," 400008""	mumbai",,,,,,,,,,,,,,,,
"Chembur Adda	restaurant	Mumbai	""Next to Jenny Pohtot Studio", Shell Colony Road, Mumbai," 400 071""	19.0641734	72.8941406	+91 22 2666 1575							Mo-Su 08:00-22:00			0.3	overpass_osm	https://www.openstreetmap.org/way/353425056	""Chembur Adda restaurant Next to Jenny Pohtot Studio", Shell Colony Road, Mumbai," 400 071""	mumbai",,,,,,,,,,,,,,
"Cream Lounge	restaurant	Mumbai	""Shop No. 5", Brindavan Apartments, Besides Aura Restaurant, Yogi Nagar Marg, Mumbai," 400091""	19.2348242	72.8410924	9.12229E+11							Mo-Su 12:00-23:30			0.3	overpass_osm	https://www.openstreetmap.org/way/352937727	""Cream Lounge restaurant Shop No. 5", Brindavan Apartments, Besides Aura Restaurant, Yogi Nagar Marg, Mumbai," 400091""	mumbai",,,,,,,,,,
"Crimson	restaurant	Mumbai	""#2&3B", Saki Vihar Road, Mumbai," 400087""	19.1327286	72.8997866								Mo-Su 06:30-23:00			0.3	overpass_osm	https://www.openstreetmap.org/node/12707429519	""Crimson restaurant #2&3B", Saki Vihar Road, Mumbai," 400087""	mumbai",,,,,,,,,,,,,,
"DMW Thakur Village - Dimsum Momos Wontons	restaurant	Mumbai	""EMP 41", Evershine Millennium Paradise, Thakur Village, Mumbai," 400101""	19.2108018	72.8744902								Mo-Su 11:00-01:00			0.3	overpass_osm	https://www.openstreetmap.org/node/13505618588	""DMW Thakur Village - Dimsum Momos Wontons restaurant EMP 41", Evershine Millennium Paradise, Thakur Village, Mumbai," 400101""	mumbai",,,,,,,,,,,,
"Dadar Lucky Restaurant	restaurant	Mumbai	""Gokhale Road", Mumbai," 400028""	19.0184204	72.8355487								Mo-Su 10:00-22:00			0.3	overpass_osm	https://www.openstreetmap.org/node/10688895851	""Dadar Lucky Restaurant restaurant Gokhale Road", Mumbai," 400028""	mumbai",,,,,,,,,,,,,,,,
"Daily Tiffin Service	restaurant	Mumbai	""Gala No-5", C-Wing,, Madhu Mahal Co-op,HSG, Society Ltd,Kanyapada, Goguldham Market,, mumbai," 400063""	19.1736716	72.8712817	9.19167E+11		http://www.dailytiffinservice.com/					Mo-Fr 06:00-23:30			0.3	overpass_osm	https://www.openstreetmap.org/way/353378180	""Daily Tiffin Service restaurant Gala No-5", C-Wing,, Madhu Mahal Co-op,HSG, Society Ltd,Kanyapada, Goguldham Market,, mumbai," 400063""	mumbai"
"Deep Punjab Dhaba	restaurant	Mumbai	""Pipeline Road", Mumbai," 400072""	19.1039038	72.8869689								Mo-Su 10:00-21:00			0.3	overpass_osm	https://www.openstreetmap.org/node/4326893991	""Deep Punjab Dhaba restaurant Pipeline Road", Mumbai," 400072""	mumbai",,,,,,,,,,,,,,,,
"Delhi Darbar	restaurant	Mumbai	""Delhi darbar", Swami Vivekanand Road, Mumbai," 400102""	19.1356062	72.8476525								Mo-Su 09:00-21:00			0.3	overpass_osm	https://www.openstreetmap.org/node/10218172785	""Delhi Darbar restaurant Delhi darbar", Swami Vivekanand Road, Mumbai," 400102""	mumbai",,,,,,,,,,,,,,
"Ferry Wharf	restaurant	Mumbai	""12", K C Marg, Mumbai," 400050""	19.049285	72.8293764	022 2641 0401							""Mo-Su 11:00-15:30"," 19:00-00:30""			0.3	overpass_osm	https://www.openstreetmap.org/node/5246971911	""Ferry Wharf restaurant 12", K C Marg, Mumbai," 400050""	mumbai",,,,,,,,,,,,,
"Firki	restaurant	Mumbai	""1", Janta Industrial Estate, Senapati Bapat Marg, Mumbai," 400013""	18.9946859	72.8258984	+91 22 61054695							""Mo-Su 12:00-15:30","18:30-23:30""			0.3	overpass_osm	https://www.openstreetmap.org/node/7229657887	""Firki restaurant 1", Janta Industrial Estate, Senapati Bapat Marg, Mumbai," 400013""	mumbai",,,,,,,,,,,
"Flamboyant�	restaurant	Mumbai	""TL Wasvani Road", Mumbai," 400005""	18.9139072	72.8182842											0.3	overpass_osm	https://www.openstreetmap.org/node/4048759441	""Flamboyant� restaurant TL Wasvani Road", Mumbai," 400005""	mumbai",,,,,,,,,,,,,,,,
"GOH JIA TING	restaurant	Mumbai	""RK Patkar Marg", Mumbai," 400050""	19.0620609	72.8342751	+91 91676 66730		https://chinagategroup.com/bora-bora/								0.3	overpass_osm	https://www.openstreetmap.org/node/12786049459	""GOH JIA TING restaurant RK Patkar Marg", Mumbai," 400050""	mumbai",,,,,,,,,,,,,,,,
"GULAM MOHHAMED SHUBRATI BUILDING;suleman usman mithiwala	restaurant	Mumbai	""A H Wadia Marg", MUMBAI," 400070""	19.0621078	72.8769645											0.3	overpass_osm	https://www.openstreetmap.org/node/3529566936	""GULAM MOHHAMED SHUBRATI BUILDING;suleman usman mithiwala restaurant A H Wadia Marg", MUMBAI," 400070""	mumbai",,,,,,,,,,,,,,,,
"Gama Roti, Bara Handi Shop	restaurant	Mumbai	""Dimtimakar Road", Mumbai," 400008""	18.9654281	72.8302061								Mo-Sa 07:00-22:00			0.3	overpass_osm	https://www.openstreetmap.org/node/9017049890	""Gama Roti", Bara Handi Shop restaurant Dimtimakar Road, Mumbai," 400008""	mumbai",,,,,,,,,,,,,,,
"Gomantak Boarding House	restaurant	Mumbai	""301", N C Kelkar Marg, Mumbai," 400028""	19.0232897	72.8422028	-7992										0.3	overpass_osm	https://www.openstreetmap.org/node/5221682036	""Gomantak Boarding House restaurant 301", N C Kelkar Marg, Mumbai," 400028""	mumbai",,,,,,,,,,,,,,
"Gurukripa	restaurant	Mumbai	""Road No 24", Mumbai," 400022""	19.042935	72.8618466											0.3	overpass_osm	https://www.openstreetmap.org/node/8305227226	""Gurukripa restaurant Road No 24", Mumbai," 400022""	mumbai",,,,,,,,,,,,,,,,
"Gurukrupa Restaurant	restaurant	Mumbai	""Tilak Road", Mumbai," 400077""	19.079705	72.9061157											0.3	overpass_osm	https://www.openstreetmap.org/node/9129210434	""Gurukrupa Restaurant restaurant Tilak Road", Mumbai," 400077""	mumbai",,,,,,,,,,,,,,,,
"HOTEL KALASH	restaurant	Mumbai	""Anand Nagar Road", MUMBAI," 400068""	19.2546418	72.8644673								Mo-Su 09:00-23:00			0.3	overpass_osm	https://www.openstreetmap.org/node/7484275078	""HOTEL KALASH restaurant Anand Nagar Road", MUMBAI," 400068""	mumbai",,,,,,,,,,,,,,,,
"Hindustan Hindu Hotel	restaurant	Mumbai	""Station Road", Mumbai," 400060""	19.136959	72.8536629								Mo-Su 10:00AM-23:00PM			0.3	overpass_osm	https://www.openstreetmap.org/node/13352970674	""Hindustan Hindu Hotel restaurant Station Road", Mumbai," 400060""	mumbai",,,,,,,,,,,,,,,,
"Hostel-9 Canteen	restaurant	Mumbai	""Main Gate Road", Mumbai," 400076""	19.135783	72.9084012											0.3	overpass_osm	https://www.openstreetmap.org/node/4228622740	""Hostel-9 Canteen restaurant Main Gate Road", Mumbai," 400076""	mumbai",,,,,,,,,,,,,,,,
"Hotel Hindmata	restaurant	Mumbai	""335", Akhil Bharatiya Bhavan, J Boman Behram Marg, Mumbai," 400034""	18.9691612	72.8167078	+91 22 2380 9955;+91 22 2381 1483;+91 22 2380 6501							Mo-Su 11:00-00:00			0.3	overpass_osm	https://www.openstreetmap.org/node/10220942701	""Hotel Hindmata restaurant 335", Akhil Bharatiya Bhavan, J Boman Behram Marg, Mumbai," 400034""	mumbai",,,,,,,,,,,,
"Hotel Popular	restaurant	Mumbai	""Hingwala Lane", Mumbai," 400077""	19.0821099	72.9099078											0.3	overpass_osm	https://www.openstreetmap.org/node/9128712392	""Hotel Popular restaurant Hingwala Lane", Mumbai," 400077""	mumbai",,,,,,,,,,,,,,,,
